ensemble_size;model_name;mean_absolute_error_mean;mean_absolute_error_std;mean_squared_error_mean;mean_squared_error_std;root_mean_squared_error_mean;root_mean_squared_error_std
29;gpt2_xl_wechsel_german;0.4119058814054409;0.0023898114038314283;0.29216382781416766;0.003022588725215485;0.5405145924198338;0.002794817774843245
30;gpt2_xl_wechsel_german;0.4118593621123984;0.002368566578229523;0.29220724215140464;0.0030469925906127533;0.5405546373544512;0.0028167570222410957
31;gpt2_xl_wechsel_german;0.4117856863957618;0.0022698316710080394;0.29214379367201077;0.002857064723386681;0.5404968279107624;0.002641906524713405
32;gpt2_xl_wechsel_german;0.4118034089306054;0.0022639431806662333;0.2921875956457743;0.0028274943113465296;0.5405374812374835;0.002614164698161401
33;gpt2_xl_wechsel_german;0.4117377056104799;0.0022668072482726694;0.292093642513536;0.002919768714721867;0.5404501428458399;0.00270053778954978
34;gpt2_xl_wechsel_german;0.4117480836889742;0.002266131112090627;0.2920430686825526;0.0027799595278198675;0.5404039843230961;0.0025708012942122146
35;gpt2_xl_wechsel_german;0.4115438710913103;0.0020769575257703595;0.2919122842623438;0.0026524784452914975;0.5402835066847332;0.0024541168431034886
36;gpt2_xl_wechsel_german;0.4116429456116149;0.0021326749474316043;0.29198096530464407;0.002688915907938792;0.5403469087661079;0.002487906999396015
37;gpt2_xl_wechsel_german;0.4117102404994664;0.0021365351900461305;0.2919601752816667;0.0027326056550010503;0.5403274819891728;0.0025286128190339222
38;gpt2_xl_wechsel_german;0.41158261639690896;0.0020793641860998237;0.2919384684904842;0.0026299392177775017;0.5403078339570186;0.002432894188756556
39;gpt2_xl_wechsel_german;0.4114862569673747;0.002044129268508449;0.2917959021662907;0.0026124805886763684;0.5401759570136189;0.002417327902148141
40;gpt2_xl_wechsel_german;0.4115367112752998;0.00200124110473982;0.2918732423813195;0.0024875838259745538;0.5402480445268579;0.002301752439104451
41;gpt2_xl_wechsel_german;0.4116418012365321;0.002020260121333799;0.2920215508601181;0.002550844667096632;0.5403850392939145;0.002359180613236655
42;gpt2_xl_wechsel_german;0.4115490029311724;0.0019744862127069416;0.2918943186572974;0.0024939402507351627;0.5402675255083893;0.00230756651102017
43;gpt2_xl_wechsel_german;0.41153901261565834;0.001986122343111715;0.29185951539523747;0.0024162053261193002;0.5402356190612018;0.0022352380380809412
44;gpt2_xl_wechsel_german;0.4115153969924561;0.001964649943541632;0.2919064685204105;0.0024551264742194647;0.5402789227814471;0.0022714043689072995
45;gpt2_xl_wechsel_german;0.41162543477185404;0.0018856850531835038;0.2919100940331886;0.0024024970686950236;0.5402824789097013;0.002223051581747669
46;gpt2_xl_wechsel_german;0.41152555454664014;0.001869013849973367;0.29189361520172946;0.002307668771450636;0.5402675808767803;0.0021356067283063444
47;gpt2_xl_wechsel_german;0.41139016624297225;0.0018787580637028398;0.2917788622838358;0.002349103314662089;0.5401612187572972;0.002173651128068826
48;gpt2_xl_wechsel_german;0.4113874377542927;0.0018583835374696958;0.29171621420153104;0.002357384551945269;0.5401031945519358;0.0021813286130510784
49;gpt2_xl_wechsel_german;0.4114932454333896;0.001839080092011028;0.29187251292713834;0.0023167413326666423;0.5402480215211736;0.002143073110853514
50;gpt2_xl_wechsel_german;0.4114471901308591;0.001904833556479332;0.29184095690853523;0.002300298272188004;0.5402188749596374;0.0021280447489741084
51;gpt2_xl_wechsel_german;0.41138879002351286;0.0017079833171164825;0.29173064556699585;0.0021489704452265336;0.5401172956940664;0.0019890740409379787
52;gpt2_xl_wechsel_german;0.41142587309635664;0.0018267043089983431;0.2918482122104505;0.002311918956461283;0.5402255457589833;0.0021392747265471285
53;gpt2_xl_wechsel_german;0.4113716029224894;0.0017769967033761454;0.2917560936598965;0.0022058145340177;0.5401406590292382;0.002041149099350782
