ensemble_size;model_name;mean_absolute_error_mean;mean_absolute_error_std;mean_squared_error_mean;mean_squared_error_std;root_mean_squared_error_mean;root_mean_squared_error_std
6;Wechsel_BERT;0.4525853531885622;0.004766101036671601;0.3271176347738804;0.0054570289380070375;0.5719221397605371;0.004766922399035113
7;Wechsel_BERT;0.45269272162685764;0.004240380694306937;0.3269737916935582;0.005214668325750657;0.5717981121289215;0.004553173700778082
8;Wechsel_BERT;0.4521059879105032;0.003954859872629596;0.32637681165196375;0.004656392152771321;0.5712794896271965;0.004070989586108813
9;Wechsel_BERT;0.4522146645208964;0.0036608464719610997;0.3261505320920339;0.004234088739175524;0.571083900333239;0.0037046722939420777
10;Wechsel_BERT;0.45180645578037315;0.0036220619977576952;0.3258065434900943;0.0042196426903696556;0.5707827248031659;0.003692992629450174
11;Wechsel_BERT;0.4516973831879107;0.003390211950283275;0.3257546885253385;0.004085510582903607;0.5707380373631608;0.0035768738041990792
12;Wechsel_BERT;0.4514411093973875;0.003210967401634985;0.3253877551328381;0.0037370656493332043;0.5704183096710701;0.00327381164395787
13;Wechsel_BERT;0.451427108198858;0.003157032859189385;0.32529980739180464;0.003729644689150414;0.5703412546470115;0.0032666972293648165
14;Wechsel_BERT;0.45147408454068866;0.003029842403288425;0.3252084563656685;0.0035507867479066283;0.5702620382300283;0.0031102722059636306
15;Wechsel_BERT;0.45121340851315656;0.0028284731946827224;0.325025359804066;0.0032398208750838474;0.5701028896947484;0.0028395472865339385
16;Wechsel_BERT;0.451295428435312;0.0028278146234008276;0.3249794969984538;0.003161317319560327;0.5700630032010722;0.002770750238546377
17;Wechsel_BERT;0.4513403820490065;0.0028317223560487717;0.32511370636809017;0.0031981724986886967;0.5701805436365595;0.002803905899996953
18;Wechsel_BERT;0.4511646283732617;0.002765202162958112;0.3248377660932123;0.0030770556389885656;0.5699390258705637;0.0026981777349642105
19;Wechsel_BERT;0.45106246426599156;0.002621633831200217;0.32483192461788907;0.0030773031245118296;0.5699338983891604;0.0026987716079458954
20;Wechsel_BERT;0.45112156837584527;0.0025522000715002854;0.32475385756094083;0.002952474160888116;0.5698659131294816;0.0025894631419798634
21;Wechsel_BERT;0.45115588863633965;0.0024325556225486536;0.3247228623134197;0.002869327833551206;0.5698390422563117;0.00251685684892191
22;Wechsel_BERT;0.4510799649687765;0.0023890030334857166;0.3246290924639943;0.002787923106771502;0.5697570704099321;0.0024452323093985566
23;Wechsel_BERT;0.4509906853655628;0.0023933383667384413;0.3246242344116689;0.0027251646950065653;0.5697530386538773;0.002390621553975791
24;Wechsel_BERT;0.45097354673670764;0.0023347960025711886;0.32460625630069384;0.002705021902682499;0.569737333205894;0.0023734121460660196
25;Wechsel_BERT;0.4509201826299528;0.0023052263757549043;0.32446074821376886;0.0026611588664185396;0.5696097782888393;0.0023354112389747453
26;Wechsel_BERT;0.4508422832179075;0.0022521944471539756;0.32437278741892356;0.002658298618975038;0.5695325719911873;0.002332874263397935
27;Wechsel_BERT;0.4507380236715095;0.002092532111665919;0.32440351213287927;0.0024482239308815405;0.5695602711268698;0.0021480924251773793
28;Wechsel_BERT;0.4508366787084948;0.0021063178008115598;0.3244249707170667;0.002421471820301641;0.569579191808358;0.002125910510897996
29;Wechsel_BERT;0.4508265601958454;0.002128209747961842;0.3243201468407115;0.0024415754092029646;0.5694871021905527;0.0021428651826859053
30;Wechsel_BERT;0.45083209926243323;0.002064894913353354;0.32431413595422376;0.0024111359583542645;0.5694819235507139;0.002116407896556971
31;Wechsel_BERT;0.4506923831464137;0.001976817988404071;0.32428807288792166;0.002377375347336308;0.5694591493290551;0.002086740960889227
32;Wechsel_BERT;0.45095896891504383;0.002011473155862153;0.32450768516269657;0.002292377413276077;0.5696522127756746;0.002011389609770452
33;Wechsel_BERT;0.45080376468203925;0.002003026088241995;0.32435786054105703;0.0022149315392376067;0.5695209245429179;0.001944435564857651
34;Wechsel_BERT;0.4506992847890691;0.001943039511699927;0.3243021797700544;0.0022539507402700174;0.5694719207173318;0.0019786863741658054
35;Wechsel_BERT;0.4506622380324742;0.0019186651048751246;0.3242948802366566;0.002306659389602349;0.5694653507564292;0.002024505652526405
36;Wechsel_BERT;0.4507904024848962;0.0018333216802039623;0.3243413315395911;0.002143883884929537;0.5695066231145806;0.001881836742838687
